universidade,universidade_nome,uf,categoria,nome,palavras_chave,score,pagina,documento_titulo,url
UFAL,Universidade Federal de Alagoas,AL,federal,ESTÁGIO SUPERVISIONADO 1 (PORTUGUÊS),"[""tecnologia"", ""tecnologias""]",8,66,Letras Português Licenciatura - Universidade Federal de Alagoas (anexo),https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-maceio/ppc-letras-portugues.pdf/@@download/file/PPC%20%20LETRAS%20%20MATRIZ%202008.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,"SOCIEDADE CONECTADA: LEITURA, ESCRITA E COMPORTAMENTO DIGITAL","[""digital"", ""hipertexto""]",8,73,2019 — Faculdade de Letras (anexo),https://fale.ufal.br/graduacao/letras-portugues/copy_of_documentos/projeto-pedagogico-de-curso/ppc-letras-ingles-presencial-atualizacao-2020.pdf/@@download/file/PPC_2019%20Letras_Portugu%C3%AAs%20(1).pdf
UFAL,Universidade Federal de Alagoas,AL,federal,As transformações científicas e tecnológicas exigem novos saberes. Dentre,"[""tecnologica"", ""tecnologicas""]",6,27,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LÍNGUA PORTUGUESA,https://campusdosertao.ufal.br/graduacao/letras/documentos/projeto-pedagogico-1/ppp-2018-em-vigor/@@download/file/PPC-LETRAS-LP+SERTÃO_2018.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,"Gêneros orais, órbita microecológica, multimodalidade e variação linguística","[""multimodal"", ""multimodalidade""]",6,108,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LÍNGUA PORTUGUESA,https://campusdosertao.ufal.br/graduacao/letras/documentos/projeto-pedagogico-1/ppp-2018-em-vigor/@@download/file/PPC-LETRAS-LP+SERTÃO_2018.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,Introdução às Tecnologias da Informação e comunicação,"[""tecnologia"", ""tecnologias"", ""tecnologias da informacao e comunicacao""]",6,31,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LÍNGUA PORTUGUESA,https://campusdosertao.ufal.br/graduacao/letras/documentos/projeto-pedagogico-1/ppp-2018-em-vigor/@@download/file/PPC-LETRAS-LP+SERTÃO_2018.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,LELS0 – MULTIMODALIDADE,"[""multimodal"", ""multimodalidade""]",6,106,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LÍNGUA PORTUGUESA,https://campusdosertao.ufal.br/graduacao/letras/documentos/projeto-pedagogico-1/ppp-2018-em-vigor/@@download/file/PPC-LETRAS-LP+SERTÃO_2018.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,PRÁTICA 4 - Tecnologias da informação,"[""tecnologia"", ""tecnologias""]",6,49,2019 — Faculdade de Letras (anexo),https://fale.ufal.br/graduacao/letras-portugues/copy_of_documentos/projeto-pedagogico-de-curso/ppc-letras-ingles-presencial-atualizacao-2020.pdf/@@download/file/PPC_2019%20Letras_Portugu%C3%AAs%20(1).pdf
UFAL,Universidade Federal de Alagoas,AL,federal,TXXXX – INTRODUÇÃO ÀS TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO,"[""tecnologia"", ""tecnologias""]",6,67,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LÍNGUA PORTUGUESA,https://campusdosertao.ufal.br/graduacao/letras/documentos/projeto-pedagogico-1/ppp-2018-em-vigor/@@download/file/PPC-LETRAS-LP+SERTÃO_2018.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,Introdução às Tecnologias de Informação,"[""tecnologia"", ""tecnologias""]",4,42,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LÍNGUA PORTUGUESA,https://campusdosertao.ufal.br/graduacao/letras/documentos/projeto-pedagogico-1/ppp-2018-em-vigor/@@download/file/PPC-LETRAS-LP+SERTÃO_2018.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,Multimodalidade,"[""multimodal"", ""multimodalidade""]",4,45,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LÍNGUA PORTUGUESA,https://campusdosertao.ufal.br/graduacao/letras/documentos/projeto-pedagogico-1/ppp-2018-em-vigor/@@download/file/PPC-LETRAS-LP+SERTÃO_2018.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,"Para isso, serão utilizadas ferramentas pedagógicas de software de Sistemas","[""software""]",4,81,PROJETO PEDAGÓGICO CURSO DE LICENCIATURA EM LETRAS ...,https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus_sertao/2022-letras-lingua-portuguesa-ppc-25_nov_-prograd-2-1.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,Prática 4: Tecnologias da informação,"[""tecnologia"", ""tecnologias""]",4,1,2019 — Faculdade de Letras,https://fale.ufal.br/graduacao/letras-portugues/copy_of_documentos/projeto-pedagogico-de-curso/ppc-letras-ingles-presencial-atualizacao-2020.pdf/view
UFAL,Universidade Federal de Alagoas,AL,federal,"Sociedade da Informação; Tecnodeterminismo, Usos Sociais da Tecnologia;","[""tecnologia""]",4,67,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LÍNGUA PORTUGUESA,https://campusdosertao.ufal.br/graduacao/letras/documentos/projeto-pedagogico-1/ppp-2018-em-vigor/@@download/file/PPC-LETRAS-LP+SERTÃO_2018.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,Tecnologias de Ensino,"[""tecnologia"", ""tecnologias""]",4,44,PROJETO PEDAGÓGICO CURSO DE LICENCIATURA EM LETRAS ...,https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus_sertao/2022-letras-lingua-portuguesa-ppc-25_nov_-prograd-2-1.pdf
UFAL,Universidade Federal de Alagoas,AL,federal,Tecnologias de Ensino Sim,"[""tecnologia"", ""tecnologias""]",4,35,PROJETO PEDAGÓGICO CURSO DE LICENCIATURA EM LETRAS ...,https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus_sertao/2022-letras-lingua-portuguesa-ppc-25_nov_-prograd-2-1.pdf
UFAM,Universidade Federal do Amazonas,AM,federal,SIGLA: IEA240 DISCIPLINA: INFORMÁTICA INSTRUMENTAL,"[""computador"", ""informatica"", ""internet""]",10,135,PDF Projeto Pedagógico Do Curso De Letras: Língua E Literatura Portuguesa E ...,https://edoc.ufam.edu.br/bitstream/123456789/2562/8/PPC-Letras-2019-2.pdf
UFAM,Universidade Federal do Amazonas,AM,federal,INTRODUÇÃO AOS ESTUDOS DA ADAPTAÇÃO,"[""midia"", ""midias""]",8,104,PDF Projeto Pedagógico Do Curso De Letras: Língua E Literatura Portuguesa E ...,https://edoc.ufam.edu.br/bitstream/123456789/2562/8/PPC-Letras-2019-2.pdf
UFAM,Universidade Federal do Amazonas,AM,federal,SIGLA: IAL016 DISCIPLINA: PRÁTICA CURRICULAR I,"[""tecnologia"", ""tecnologias""]",8,58,PDF Projeto Pedagógico Do Curso De Letras: Língua E Literatura Portuguesa E ...,https://edoc.ufam.edu.br/bitstream/123456789/2562/8/PPC-Letras-2019-2.pdf
UFAM,Universidade Federal do Amazonas,AM,federal,INFORMÁTICA INSTRUMENTAL,"[""informatica""]",5,2,UNIVERSIDADE FEDERAL DO AMAZONAS 24/07/2019 15:56,https://edoc.ufam.edu.br/bitstream/123456789/2562/3/Matriz-Curricular-Letras-2019.pdf
UFAM,Universidade Federal do Amazonas,AM,federal,Informática Instrumental 1.0,"[""informatica""]",5,35,PDF Projeto Pedagógico Do Curso De Letras: Língua E Literatura Portuguesa E ...,https://edoc.ufam.edu.br/bitstream/123456789/2562/8/PPC-Letras-2019-2.pdf
UFAM,Universidade Federal do Amazonas,AM,federal,Apresentações Eletrônicas; Acesso à Internet,"[""internet""]",4,135,PDF Projeto Pedagógico Do Curso De Letras: Língua E Literatura Portuguesa E ...,https://edoc.ufam.edu.br/bitstream/123456789/2562/8/PPC-Letras-2019-2.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Tecnologias Educacionais e Ensino de Língua Portuguesa,"[""digital"", ""gamificacao"", ""informatica"", ""tecnologia"", ""tecnologias"", ""virtual""]",16,98,PDF Projeto Pedagógico Do Curso De Letras Língua Portuguesa - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/ppc-lingua-portuguesa.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Linguística Computacional,"[""computacional"", ""computador"", ""corpora"", ""corpus"", ""programacao""]",14,99,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Tecnodocência,"[""informatica"", ""tdic"", ""tecnologia"", ""tecnologias""]",12,131,PDF Projeto Pedagógico Do Curso De Letras Língua Portuguesa - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/ppc-lingua-portuguesa.pdf
UFC,Universidade Federal do Ceará,CE,federal,Aprendizagem Significativa. Abordagens metodológicas vinculadas às Tecnologias e TDIC. Prática docente,"[""tdic"", ""tecnologia"", ""tecnologias""]",8,131,PDF Projeto Pedagógico Do Curso De Letras Língua Portuguesa - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/ppc-lingua-portuguesa.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Estágio em Ensino de Literaturas de Língua Portuguesa I,"[""tecnologia"", ""tecnologias""]",8,137,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Seminários de Pesquisa Aplicada ao Ensino de Literatura Vernácula,"[""tecnologia"", ""tecnologias""]",8,123,PDF Projeto Pedagógico Do Curso De Letras Língua Portuguesa - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/ppc-lingua-portuguesa.pdf
UFC,Universidade Federal do Ceará,CE,federal,Nome do Componente: Gêneros Textuais e Ensino de Língua Inglesa,"[""multiletramento"", ""multiletramentos""]",8,166,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Para a Educação Básica,"[""midia"", ""midias""]",8,111,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Tecnologias Educacionais e Ensino de Língua Portuguesa,"[""tecnologia"", ""tecnologias"", ""tecnologias educacionais""]",8,36,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Biografismos: Pesquisa e Formação,"[""internet""]",6,98,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Compreensão e Produção Escrita em Língua Inglesa,"[""midia""]",6,141,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Estudos Socioculturais de Países de Língua Inglesa,"[""midia""]",6,145,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Componente: Leitura e Produção de Textos Acadêmicos,"[""virtual""]",6,83,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Menu de mídias sociais,"[""midia"", ""midias"", ""midias sociais""]",6,1,Portal da UFC - Universidade Federal do Ceará - PROFLETRAS ...,https://ufc2012.ufc.br/noticias/noticias-e-editais-de-concursos-e-selecoes/18178-profletras-mestrado-profissional-em-letras-oferta-15-vagas-na-ufc-inscricoes-vao-ate-1-10
UFC,Universidade Federal do Ceará,CE,federal,Nome do Componente: Tradução de Textos Escritos em Língua Inglesa,"[""corpora""]",6,152,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,AUDIOVISUAL,"[""audiovisual""]",4,43,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Computacional,"[""computacional""]",4,35,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFC,Universidade Federal do Ceará,CE,federal,Tecnodocência EAD TECHNOTEACHING,"[""ead""]",4,39,PDF Projeto Pedagógico Do Curso De Letras Língua Portuguesa - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/ppc-lingua-portuguesa.pdf
UFC,Universidade Federal do Ceará,CE,federal,Tecnologias,"[""tecnologia"", ""tecnologias""]",4,46,PDF Projeto Pedagógico Do Curso De Letras Português E Inglês - Licenciatura ...,https://letrasdiurno.ufc.br/wp-content/uploads/2024/10/1-ppc-letras-portugues-e-ingles.pdf
UFCA,Universidade Federal do Cariri,CE,federal,Ambiente Virtual de Aprendizagem (AVA),"[""ambiente virtual de aprendizagem"", ""ava"", ""virtual""]",6,1,Projeto Pedagógico – Universidade Federal do Cariri,https://www.ufca.edu.br/cursos/graduacao/letras-libras/projeto-pedagogico/
UFCA,Universidade Federal do Cariri,CE,federal,Análise e Desenvolvimento de Sistemas (EaD),"[""ead""]",4,1,Projeto Pedagógico – Universidade Federal do Cariri,https://www.ufca.edu.br/cursos/graduacao/letras-libras/projeto-pedagogico/
UFCA,Universidade Federal do Cariri,CE,federal,Banco de Dados (EaD),"[""ead""]",4,1,Projeto Pedagógico – Universidade Federal do Cariri,https://www.ufca.edu.br/cursos/graduacao/letras-libras/projeto-pedagogico/
UFCA,Universidade Federal do Cariri,CE,federal,Produção Multimídia (EaD),"[""ead"", ""midia""]",4,1,Projeto Pedagógico – Universidade Federal do Cariri,https://www.ufca.edu.br/cursos/graduacao/letras-libras/projeto-pedagogico/
UFCAT,Universidade Federal de Catalão,GO,federal,Informática na Sala de Aula,"[""informatica""]",4,109,Projeto Pedagógico,https://ucb2.catolica.edu.br/portal/wp-content/uploads/2019/02/PPCLetras.pdf
UFCG,Universidade Federal de Campina Grande,PB,federal,Introdução às Novas Mídias Não há disciplina equivalente,"[""midia"", ""midias""]",6,81,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE CENTRO DE FORMAÇÃO DE ...,https://cfp.ufcg.edu.br/portal/conteudo/UAL/PPC_Lingua_Inglesa.pdf
UFCG,Universidade Federal de Campina Grande,PB,federal,Introdução às Novas Mídias,"[""midia"", ""midias""]",4,23,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE CENTRO DE FORMAÇÃO DE ...,https://cfp.ufcg.edu.br/portal/conteudo/UAL/PPC_Lingua_Inglesa.pdf
UFCG,Universidade Federal de Campina Grande,PB,federal,Mídias,"[""midia"", ""midias""]",4,28,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE CENTRO DE FORMAÇÃO DE ...,https://cfp.ufcg.edu.br/portal/conteudo/UAL/PPC_Lingua_Inglesa.pdf
UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,RS,federal,Carga horária de extensão: 0,"[""aplicativo"", ""aplicativos"", ""gamificacao"", ""inteligencia artificial"", ""online"", ""redes sociais"", ""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",22,84,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://cursos.unipampa.edu.br/cursos/cursodeletraslinguasadicionais/files/2025/12/projeto_1917383_ppc_letras_linguas_adicionais_acessivel_versao_2026.pdf
UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,RS,federal,Aprendizagem mediada por tecnologias,"[""tecnologia"", ""tecnologias""]",6,84,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://cursos.unipampa.edu.br/cursos/cursodeletraslinguasadicionais/files/2025/12/projeto_1917383_ppc_letras_linguas_adicionais_acessivel_versao_2026.pdf
UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,RS,federal,"Multiletramentos e pedagogia dos multiletramentos, estabelecendo a relação entre","[""multiletramento"", ""multiletramentos""]",6,112,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://cursos.unipampa.edu.br/cursos/cursodeletraslinguasadicionais/files/2025/12/projeto_1917383_ppc_letras_linguas_adicionais_acessivel_versao_2026.pdf
UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,RS,federal,Multiletramentos em Espanhol,"[""multiletramento"", ""multiletramentos""]",6,128,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://cursos.unipampa.edu.br/cursos/cursodeletraslinguasadicionais/files/2025/12/projeto_1917383_ppc_letras_linguas_adicionais_acessivel_versao_2026.pdf
UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,RS,federal,Multiletramentos em Inglês,"[""multiletramento"", ""multiletramentos""]",6,112,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://cursos.unipampa.edu.br/cursos/cursodeletraslinguasadicionais/files/2025/12/projeto_1917383_ppc_letras_linguas_adicionais_acessivel_versao_2026.pdf
UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,RS,federal,A modalidade EaD implica em contextualização e articulação efetiva situada,"[""ead""]",4,50,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://cursos.unipampa.edu.br/cursos/cursodeletraslinguasadicionais/files/2025/12/projeto_1917383_ppc_letras_linguas_adicionais_acessivel_versao_2026.pdf
UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,RS,federal,"Alegre: Penso, 2015. 1 recurso online. ISBN 9788584290499","[""online""]",4,85,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://cursos.unipampa.edu.br/cursos/cursodeletraslinguasadicionais/files/2025/12/projeto_1917383_ppc_letras_linguas_adicionais_acessivel_versao_2026.pdf
UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,RS,federal,EaD = Ensino a Distância,"[""ead""]",4,38,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://cursos.unipampa.edu.br/cursos/cursodeletraslinguasadicionais/files/2025/12/projeto_1917383_ppc_letras_linguas_adicionais_acessivel_versao_2026.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,TECNOLOGIAS E EDUCAÇÃO,"[""educacao a distancia"", ""informatica"", ""recursos tecnologicos"", ""tecnologia"", ""tecnologias"", ""tecnologico"", ""tics""]",20,75,Projeto Político Pedagógico,https://letrasportuguescaraubas.ufersa.edu.br/wp-content/uploads/sites/122/2020/03/UFERSA-PPC-Letras.Português-Caraúbas-15.10.2016-para-cadastro-eMEC-1.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,EDUCAÇÃO E CIDADANIA,"[""educacao a distancia"", ""recursos tecnologicos"", ""tecnologia"", ""tecnologias"", ""tecnologico"", ""tics""]",18,10,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,EDUCAÇÃO PARA DIVERSIDADE,"[""educacao a distancia"", ""recursos tecnologicos"", ""tecnologia"", ""tecnologias"", ""tecnologico"", ""tics""]",18,10,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,PRODUÇÃO MONOGRÁFICA,"[""computador"", ""hipermidia"", ""midia"", ""tecnologia""]",14,66,Projeto Político Pedagógico,https://letrasportuguescaraubas.ufersa.edu.br/wp-content/uploads/sites/122/2020/03/UFERSA-PPC-Letras.Português-Caraúbas-15.10.2016-para-cadastro-eMEC-1.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,DIDÁTICA,"[""tecnologia"", ""tecnologias"", ""tecnologico""]",12,6,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA IV,"[""ead"", ""multiletramento"", ""multiletramentos"", ""tics""]",12,71,Projeto Político Pedagógico,https://letrasportuguescaraubas.ufersa.edu.br/wp-content/uploads/sites/122/2020/03/UFERSA-PPC-Letras.Português-Caraúbas-15.10.2016-para-cadastro-eMEC-1.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,LITERATURA SURDA I,"[""tecnologia"", ""tecnologias"", ""tecnologico""]",12,6,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,HISTÓRIA DA EDUCAÇÃO BRASILEIRA,"[""tecnologia"", ""tecnologias""]",10,10,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,HORÁRIA,"[""computacional"", ""programacao""]",10,91,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS-PORTUGU,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/2021/04/PPC-Letras-Portugues-2021-final-1.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,LIBRAS – ESTUDOS ACADÊMICOS,"[""tecnologia"", ""tecnologias""]",10,6,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,LINGUÍSTICA GERATIVA,"[""computacao"", ""computacional""]",10,94,PDF Projeto Pedagógico Do Curso De Licenciatura Em Letras-portugu,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/2021/05/PPC-Letras.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,MULTIMODALIDADE,"[""multimodal"", ""multimodalidade"", ""online""]",10,103,LETRAS/LIBRAS - Portal Ufersa,https://lelibcaraubas.ufersa.edu.br/wp-content/uploads/sites/76/2019/07/MEC-PPC-atual-2018-aprovado.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,ESCRITA DE SINAIS I,"[""software""]",8,4,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,ESCRITA DE SINAIS II,"[""corpora""]",8,5,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA II,"[""multiletramento"", ""multiletramentos""]",8,70,Projeto Político Pedagógico,https://letrasportuguescaraubas.ufersa.edu.br/wp-content/uploads/sites/122/2020/03/UFERSA-PPC-Letras.Português-Caraúbas-15.10.2016-para-cadastro-eMEC-1.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,HISTÓRIA E CULTURA SURDAS,"[""corpora""]",8,5,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS,"[""software""]",8,4,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,INTRODUÇÃO À LINGUÍSTICA APLICADA,"[""tecnologia""]",8,8,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,INTRODUÇÃO À LÍNGUA BRASILEIRA DE SINAIS,"[""software""]",8,4,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,INTRODUÇÃO À PRAGMÁTICA,"[""tecnologia""]",8,8,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,LEITURA E PRODUÇÃO DE TEXTOS EM LIBRAS,"[""tecnologico""]",8,6,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,LIBRAS – ESTUDO INTERMEDIÁRIO I,"[""software""]",8,4,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
UFERSA,Universidade Federal Rural do Semi-Árido,RN,federal,LIBRAS – ESTUDO INTERMEDIÁRIO II,"[""corpora""]",8,5,PDF Matriz Curricular Do Curso De Licenciatura Em Letras/Libras,https://documentos.ufersa.edu.br/wp-content/uploads/sites/79/arquivos/consepe/2014/DECISOES/DEC.CONSEPE.009.2014.pdf
