universidade,universidade_nome,uf,categoria,nome,palavras_chave,score,pagina,documento_titulo,url
FURG,Universidade Federal do Rio Grande,RS,federal,Sistema de Avaliação: Sistema II,"[""aplicativo"", ""aplicativos"", ""digital"", ""letramento digital"", ""midia"", ""multiletramento"", ""multiletramentos"", ""multimodal"", ""multimodalidade"", ""online"", ""tecnologia"", ""tecnologias""]",28,51,SISTEMA UNIVERSIDADE ABERTA DO BRASIL - UAB PROJETO ...,https://sead.furg.br/images/2025/Letras/Documentos/PPC_Letras_Portugues_e_Literaturas_de_Lingua_Portuguesa_EaD_2024.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Sistema de Avaliação: Sistema I,"[""cultura digital"", ""digital"", ""letramento digital"", ""letramentos digitais"", ""multiletramento"", ""multiletramentos"", ""online"", ""tecnologia"", ""tecnologias"", ""tecnologias digitais"", ""tics""]",26,19,MINISTÉRIO DA EDUCAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE ...,https://prograd.furg.br/images/PPC_LETRAS_SLS.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Sistema de avaliação: I,"[""aplicativo"", ""aplicativos"", ""digital"", ""letramento digital"", ""midia"", ""multiletramento"", ""multiletramentos"", ""multimodal"", ""multimodalidade"", ""tecnologia"", ""tecnologias""]",26,63,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Impeditiva: Não,"[""digital"", ""letramento digital"", ""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",14,107,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Sistema de avaliação: II,"[""internet"", ""tecnologia"", ""tecnologias""]",10,82,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Ensino de Língua Portuguesa Mediado por Tecnologias Digitais,"[""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",8,63,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,"Léxico, gramática e mídias  4","[""midia"", ""midias""]",8,25,SISTEMA UNIVERSIDADE ABERTA DO BRASIL - UAB PROJETO ...,https://sead.furg.br/images/2025/Letras/Documentos/PPC_Letras_Portugues_e_Literaturas_de_Lingua_Portuguesa_EaD_2024.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Ensino de Língua Portuguesa Mediado por Tecnologias,"[""tecnologia"", ""tecnologias""]",7,27,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Alfabetização digital  4,"[""digital""]",6,23,SISTEMA UNIVERSIDADE ABERTA DO BRASIL - UAB PROJETO ...,https://sead.furg.br/images/2025/Letras/Documentos/PPC_Letras_Portugues_e_Literaturas_de_Lingua_Portuguesa_EaD_2024.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Carga horária de aulas a distância:  EaD =  relógio,"[""ead""]",6,63,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Carga horária de aulas a distância:  Ead/  relógio,"[""ead""]",6,75,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Carga horária de aulas a distância:  Ead/ relógio,"[""ead""]",6,76,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Equivalência: Letramento digital e formação de professores,"[""digital"", ""letramento digital""]",6,107,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Equivalência: Não,"[""midia""]",6,52,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Letramento Digital e Formação Docente  4,"[""digital"", ""letramento digital""]",6,10,MINISTÉRIO DA EDUCAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE ...,https://prograd.furg.br/images/PPC_LETRAS_SLS.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Portuguesa Mediado por Tecnologias Digitais,"[""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",6,104,SISTEMA UNIVERSIDADE ABERTA DO BRASIL - UAB PROJETO ...,https://sead.furg.br/images/2025/Letras/Documentos/PPC_Letras_Portugues_e_Literaturas_de_Lingua_Portuguesa_EaD_2024.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,A computação,"[""computacao""]",4,96,CAMPUSSÃOLOURENÇODOSUL INSTITUTODELETRASEARTES–ILA ...,https://ila.furg.br/images/2023/11_nov/PPC_LETRAS_SLS_06_10_23_Final.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Carga horária EaD,"[""ead""]",4,31,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,DIGITAL,"[""digital""]",4,14,FINAL PPC Licenciatura em Letras Inglês — EAD - sead.furg.br,https://sead.furg.br/images/2025/Letras_Ingles_EAD/Documentos/FINAL_PPC_Licenciatura_em_Letras_Ingle770s__EAD.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,DIGITAL;,"[""digital""]",4,17,FINAL PPC Licenciatura em Letras Inglês — EAD - sead.furg.br,https://sead.furg.br/images/2025/Letras_Ingles_EAD/Documentos/FINAL_PPC_Licenciatura_em_Letras_Ingle770s__EAD.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,E TECNOLOGIAS,"[""tecnologia"", ""tecnologias""]",4,14,FINAL PPC Licenciatura em Letras Inglês — EAD - sead.furg.br,https://sead.furg.br/images/2025/Letras_Ingles_EAD/Documentos/FINAL_PPC_Licenciatura_em_Letras_Ingle770s__EAD.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,"EaD, além","[""ead""]",4,90,CAMPUSSÃOLOURENÇODOSUL INSTITUTODELETRASEARTES–ILA ...,https://ila.furg.br/images/2023/11_nov/PPC_LETRAS_SLS_06_10_23_Final.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Letramento Digital e Formação Docente,"[""digital"", ""letramento digital""]",4,66,MINISTÉRIO DA EDUCAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE ...,https://prograd.furg.br/images/PPC_LETRAS_SLS.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,"Léxico, gramática e mídias","[""midia"", ""midias""]",4,104,SISTEMA UNIVERSIDADE ABERTA DO BRASIL - UAB PROJETO ...,https://sead.furg.br/images/2025/Letras/Documentos/PPC_Letras_Portugues_e_Literaturas_de_Lingua_Portuguesa_EaD_2024.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Nome: Letramento Digital e Formação Docente,"[""digital"", ""letramento digital""]",4,19,MINISTÉRIO DA EDUCAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE ...,https://prograd.furg.br/images/PPC_LETRAS_SLS.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Tecnologia assistida. Atendimento Educacional Especializado. Práticas inclusivas na escola,"[""tecnologia""]",4,108,PROJETO PEDAGÓGICO DO CURSO DE LETRAS - LÍNGUA PORTUGUESA,https://prograd.furg.br/images/PPC_Letras_-_Lngua_Portuguesa.pdf
FURG,Universidade Federal do Rio Grande,RS,federal,Tecnologias,"[""tecnologia"", ""tecnologias""]",4,5,FINAL PPC Licenciatura em Letras Inglês — EAD - sead.furg.br,https://sead.furg.br/images/2025/Letras_Ingles_EAD/Documentos/FINAL_PPC_Licenciatura_em_Letras_Ingle770s__EAD.pdf
UEAP,Universidade Estadual do Amapá,AP,estadual,TECNOLOGIA NO ENSINO DE LÍNGUA ESTRANGEIRA,"[""digital"", ""letramento digital"", ""tecnologia"", ""tecnologias"", ""tecnologica"", ""tecnologicas"", ""virtual""]",18,208,Ueap - Ueap | Página (anexo),http://www.ueap.edu.br/storage/old_files/Arquivos/Postagens/ATUALIZAÇÃO%20SITE 2022/PPC LETRAS/Resolução 707_ANEXO_Aprova o Projeto Pedagógico do curso deLicenciatura em Letras..pdf
UEAP,Universidade Estadual do Amapá,AP,estadual,TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO APLICADAS A EDUCAÇÃO,"[""educacao a distancia"", ""internet"", ""midia"", ""midias"", ""tecnologia"", ""tecnologias"", ""tecnologias educacionais""]",18,91,Ueap - Ueap | Página (anexo),http://www.ueap.edu.br/storage/old_files/Arquivos/Postagens/ATUALIZAÇÃO%20SITE 2022/PPC LETRAS/Resolução 707_ANEXO_Aprova o Projeto Pedagógico do curso deLicenciatura em Letras..pdf
UEAP,Universidade Estadual do Amapá,AP,estadual,LETRAMENTO,"[""digital"", ""letramento digital"", ""multiletramento"", ""multiletramentos""]",12,112,Ueap - Ueap | Página (anexo),http://www.ueap.edu.br/storage/old_files/Arquivos/Postagens/ATUALIZAÇÃO%20SITE 2022/PPC LETRAS/Resolução 707_ANEXO_Aprova o Projeto Pedagógico do curso deLicenciatura em Letras..pdf
UEAP,Universidade Estadual do Amapá,AP,estadual,ESCOLARES,"[""tecnologia"", ""tecnologias""]",8,156,Ueap - Ueap | Página (anexo),http://www.ueap.edu.br/storage/old_files/Arquivos/Postagens/ATUALIZAÇÃO%20SITE 2022/PPC LETRAS/Resolução 707_ANEXO_Aprova o Projeto Pedagógico do curso deLicenciatura em Letras..pdf
UEAP,Universidade Estadual do Amapá,AP,estadual,LITERATURAS,"[""tecnologia"", ""tecnologias""]",8,181,Ueap - Ueap | Página (anexo),http://www.ueap.edu.br/storage/old_files/Arquivos/Postagens/ATUALIZAÇÃO%20SITE 2022/PPC LETRAS/Resolução 707_ANEXO_Aprova o Projeto Pedagógico do curso deLicenciatura em Letras..pdf
UEAP,Universidade Estadual do Amapá,AP,estadual,TIC Aplicadas à Educação,"[""tic""]",4,270,Ueap - Ueap | Página (anexo),http://www.ueap.edu.br/storage/old_files/Arquivos/Postagens/ATUALIZAÇÃO%20SITE 2022/PPC LETRAS/Resolução 707_ANEXO_Aprova o Projeto Pedagógico do curso deLicenciatura em Letras..pdf
UEAP,Universidade Estadual do Amapá,AP,estadual,Tecnologia em Design,"[""tecnologia""]",4,1,Ueap - Ueap | Página,https://ueap.edu.br/pagina/licenciatura_em_letras_matriz_curricular.html
UEAP,Universidade Estadual do Amapá,AP,estadual,Tecnologias de Informação e Comunicação Aplicadas à Educação,"[""tecnologia"", ""tecnologias""]",4,1,Ueap - Ueap | Página,https://ueap.edu.br/pagina/licenciatura_em_letras_matriz_curricular.html
UEAP,Universidade Estadual do Amapá,AP,estadual,Tecnologias no Ensino,"[""tecnologia"", ""tecnologias""]",4,271,Ueap - Ueap | Página (anexo),http://www.ueap.edu.br/storage/old_files/Arquivos/Postagens/ATUALIZAÇÃO%20SITE 2022/PPC LETRAS/Resolução 707_ANEXO_Aprova o Projeto Pedagógico do curso deLicenciatura em Letras..pdf
UEAP,Universidade Estadual do Amapá,AP,estadual,Tecnologias no Ensino de Língua Estrangeira,"[""tecnologia"", ""tecnologias""]",4,1,Ueap - Ueap | Página,https://ueap.edu.br/pagina/licenciatura_em_letras_matriz_curricular.html
UECE,Universidade Estadual do Ceará,CE,estadual,Letramento Digital Optativa,"[""ciberespaco"", ""digital"", ""letramento digital""]",10,102,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://www.uece.br/sate/wp-content/uploads/sites/58/2025/01/PPC-Letras-EAD_revisado-10_06_2024.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,"Linguagem, tecnologias digitais e ensino","[""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",8,93,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,"Linguagem, tecnologias digitais e ensino de línguas","[""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",8,160,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,"Linha 4: Práticas de letramentos, multiletramentos e multimodalidades;","[""multiletramento"", ""multiletramentos"", ""multimodal"", ""multimodalidade""]",8,80,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Ensino de Língua Inglesa e Tecnologias,"[""tecnologia"", ""tecnologias""]",6,93,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Multiletramentos,"[""multiletramento"", ""multiletramentos""]",6,103,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,OPT I Letramento Digital,"[""digital"", ""letramento digital""]",6,50,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://www.uece.br/sate/wp-content/uploads/sites/58/2025/01/PPC-Letras-EAD_revisado-10_06_2024.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Tópicos em Letramentos e Novas Tecnologias,"[""tecnologia"", ""tecnologias""]",6,165,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Curso de informática – mínimo 50 % da carga horária do curso Proporcio,"[""informatica""]",4,68,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,"Direção de peça, vídeo e audiovisual de produção artística 5 h","[""audiovisual""]",4,70,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Inglesa e Tecnologias,"[""tecnologia"", ""tecnologias""]",4,54,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,"Linguagem, tecnologias","[""tecnologia"", ""tecnologias""]",4,62,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Linguística Computacional,"[""computacional""]",4,192,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Multimodalidade,"[""multimodal"", ""multimodalidade""]",4,63,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Nome do Curso: Licenciatura em Letras Português EAD,"[""ead""]",4,7,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://www.uece.br/sate/wp-content/uploads/sites/58/2025/01/PPC-Letras-EAD_revisado-10_06_2024.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,OPT I Tópicos em Linguagens e Tecnologias,"[""tecnologia"", ""tecnologias""]",4,50,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://www.uece.br/sate/wp-content/uploads/sites/58/2025/01/PPC-Letras-EAD_revisado-10_06_2024.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Português EAD,"[""ead""]",4,42,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://www.uece.br/sate/wp-content/uploads/sites/58/2025/01/PPC-Letras-EAD_revisado-10_06_2024.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Português EAD estão assim distribuídas,"[""ead""]",4,55,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS ...,https://www.uece.br/sate/wp-content/uploads/sites/58/2025/01/PPC-Letras-EAD_revisado-10_06_2024.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Tecnologias,"[""tecnologia"", ""tecnologias""]",4,64,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UECE,Universidade Estadual do Ceará,CE,estadual,Tópicos em Linguística de Corpus,"[""corpus""]",4,196,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS - uece.br,https://www.uece.br/prograd/wp-content/uploads/sites/8/2026/02/PPC-letras-FAFIDAM.pdf
UEFS,Universidade Estadual de Feira de Santana,BA,estadual,Prática educativa VII- Tecnologias,"[""tecnologia"", ""tecnologias""]",7,3,Matriz Curricular - Colegiado de Letras Vernáculas (anexo),http://www.letrasvernaculas.uefs.br/arquivos/File/OFERTASEMESTRALIZADALICENCIATURAEMLETRASLINGUAPORTUGUESA.pdf
UEFS,Universidade Estadual de Feira de Santana,BA,estadual,Prática Educativa VI: Tecnologias,"[""tecnologia"", ""tecnologias""]",4,32,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURAEM LETRAS ... - UEFS,http://www.letrasespanhol.uefs.br/arquivos/File/PPCLetrasPortugueseEspanhol.pdf
UEG,Universidade Estadual de Goiás,GO,estadual,"Discurso, Cultura e Mídias","[""midia"", ""midias""]",4,1,Matriz Curricular Letras ::.Unidade universitária de Iporá.::,https://www.ueg.br/ipora/conteudo/17662_matriz_curricular
UEL,Universidade Estadual de Londrina,PR,estadual,LITERATURA E OUTRAS MÍDIAS,"[""midia"", ""midias""]",4,1,LETRAS PORTUGUÊS - UEL,https://sites.uel.br/prograd/wp-content/uploads/catalogo_cursos/2021/organizacao_curricular/letras_lingua_portuguesa_vespertino.pdf
UEL,Universidade Estadual de Londrina,PR,estadual,LÍNGUAS E MULTILETRAMENTOS,"[""multiletramento"", ""multiletramentos""]",4,3,Matriz Curricular – Curso de Letras Inglês UEL (anexo),https://sites.uel.br/prograd/wp-content/uploads/catalogo_cursos/2023/organizacao_curricular/letras_lingua_inglesa_noturno.pdf
UEM,Universidade Estadual de Maringá,PR,estadual,NOVAS TECNOLOGIAS NO ENSINO DE LÍNGUA INGLESA (OPTATIVA),"[""recursos tecnologicos"", ""tecnologia"", ""tecnologias"", ""tecnologico""]",12,15,LETRAS - Plone site,https://dlp.uem.br/letras-grade.pdf
UEM,Universidade Estadual de Maringá,PR,estadual,MORFOSSINTAXE II: FUNCIONAMENTO DAS CLASSES DE PALAVRAS – DUPLA/INGLÊS,"[""tecnologia"", ""tecnologias""]",8,15,LETRAS - Plone site,https://dlp.uem.br/letras-grade.pdf
UEM,Universidade Estadual de Maringá,PR,estadual,MORFOSSINTAXE III - DUPLA,"[""tecnologia"", ""tecnologias""]",8,15,LETRAS - Plone site,https://dlp.uem.br/letras-grade.pdf
UEM,Universidade Estadual de Maringá,PR,estadual,TRADUÇÃO E GÊNEROS DISCURSIVOS,"[""internet""]",6,21,LETRAS - Plone site,https://dlp.uem.br/letras-grade.pdf
UEM,Universidade Estadual de Maringá,PR,estadual,TRADUÇÃO E RECURSOS COMPUTACIONAIS,"[""internet""]",6,21,LETRAS - Plone site,https://dlp.uem.br/letras-grade.pdf
UEM,Universidade Estadual de Maringá,PR,estadual,TRADUÇÃO – RECURSOS E ESTRATÉGIAS,"[""computador""]",6,21,LETRAS - Plone site,https://dlp.uem.br/letras-grade.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,EDUCAÇÃO À DISTÂNCIA,"[""cibercultura"", ""ead"", ""educacao a distancia"", ""tecnologia"", ""tecnologias"", ""tics""]",18,127,UNIVERSIDADE ESTADUAL DO MARANHÃO PRÓ-REITORIA DE GRADUAÇÃO ...,https://www.prog.uema.br/wp-content/uploads/2023/05/PPC-Letras-Português-de-2022.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,TECNOLOGIAS APLICADAS AO ENSINO DE LÍNGUAS,"[""informatica"", ""midia"", ""midias"", ""online"", ""tecnologia"", ""tecnologias""]",16,108,UNIVERSIDADE ESTADUAL DO MARANHÃO PRÓ-REITORIA DE GRADUAÇÃO ...,https://www.prog.uema.br/wp-content/uploads/2023/05/PPC-Letras-Português-de-2022.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,TEORIA DA COMUNICAÇÃO,"[""tecnologia"", ""tecnologias""]",10,125,UNIVERSIDADE ESTADUAL DO MARANHÃO PRÓ-REITORIA DE GRADUAÇÃO ...,https://www.prog.uema.br/wp-content/uploads/2023/05/PPC-Letras-Português-de-2022.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,ESCOLAR,"[""tecnologia"", ""tecnologias""]",8,121,UNIVERSIDADE ESTADUAL DO MARANHÃO PRÓ-REITORIA DE GRADUAÇÃO ...,https://www.prog.uema.br/wp-content/uploads/2023/05/PPC-Letras-Português-de-2022.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,LÍNGUA PORTUGUESA,"[""tecnologia"", ""tecnologias""]",8,122,UNIVERSIDADE ESTADUAL DO MARANHÃO PRÓ-REITORIA DE GRADUAÇÃO ...,https://www.prog.uema.br/wp-content/uploads/2023/05/PPC-Letras-Português-de-2022.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,Tecnologias Aplicadas ao Ensino de Línguas; Educação à Distância,"[""educacao a distancia"", ""tecnologia"", ""tecnologias""]",8,57,UNIVERSIDADE ESTADUAL DO MARANHÃO PRÓ-REITORIA DE GRADUAÇÃO ...,https://www.prog.uema.br/wp-content/uploads/2023/05/PPC-Letras-Português-de-2022.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,Tecnologias da Informação e Comunicação aplicadas,"[""tecnologia"", ""tecnologias"", ""tecnologias da informacao e comunicacao""]",6,57,UNIVERSIDADE ESTADUAL DO MARANHÃO PRÓ-REITORIA DE GRADUAÇÃO ...,https://www.prog.uema.br/wp-content/uploads/2023/05/PPC-Letras-Português-de-2022.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,Comunicação: âmbito e objetivo. Comunicação: arte e tecnologia. Comunicação de Massa,"[""tecnologia""]",4,67,PROJETO PEDAGÓGICO DO CURSO LETRAS LICENCIATURA EM LÍNGUA ...,https://www.prog.uema.br/wp-content/uploads/2016/04/PPC-LETRAS-PORTUGUES-LAGO-DA-PEDRA.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,Tecnologia de Gestão,"[""tecnologia""]",4,18,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO – UEMASUL,https://www.uemasul.edu.br/wp-content/uploads/2020/05/ppc_letras_ccanl_uemasul_2019.pdf
UEMA,Universidade Estadual do Maranhão,MA,estadual,Tecnológico – GECTEC,"[""tecnologico""]",4,21,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO – UEMASUL,https://www.uemasul.edu.br/wp-content/uploads/2020/05/ppc_letras_ccanl_uemasul_2019.pdf
UEMASUL,Universidade Estadual da Região Tocantina do Maranhão,MA,estadual,CH Total,"[""virtual""]",8,82,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS LÍNGUA ...,https://caminhosdosertao.uemasul.edu.br/wp-content/uploads/2025/03/PPC-LETRAS-2024.pdf
UEMASUL,Universidade Estadual da Região Tocantina do Maranhão,MA,estadual,CH Total:  CH Teórica:  CH PT: - CH PCC: - CH Estágio,"[""virtual""]",8,119,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS LÍNGUA ...,https://caminhosdosertao.uemasul.edu.br/wp-content/uploads/2025/03/PPC-LETRAS-2024.pdf
UEMASUL,Universidade Estadual da Região Tocantina do Maranhão,MA,estadual,"Portuguesa, do Centro Ciências Humanas, Sociais, Tecnológicas e Letras - CCHSTL, Campus","[""tecnologica"", ""tecnologicas""]",6,37,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO ...,https://www.uemasul.edu.br/wp-content/uploads/2020/05/ppc_cchstl_letras_uemasul.pdf
UEMASUL,Universidade Estadual da Região Tocantina do Maranhão,MA,estadual,Projetos de Letramentos,"[""letramentos digitais""]",6,165,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LICENCIATURA EM LÍNGUA ...,https://uemasul.edu.br/wp-content/uploads/2021/10/letras_ingles_portugues_emissao_de_diplomas_cchsl_2020-.pdf
UEMASUL,Universidade Estadual da Região Tocantina do Maranhão,MA,estadual,A programação das atividades profissionais no Estágio Curricular Supervisionado será,"[""programacao""]",4,141,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS LÍNGUA ...,https://caminhosdosertao.uemasul.edu.br/wp-content/uploads/2025/03/PPC-LETRAS-2024.pdf
UEMASUL,Universidade Estadual da Região Tocantina do Maranhão,MA,estadual,Art.9° A programação das atividades profissionais no Estágio Curricular,"[""programacao""]",4,199,PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM LETRAS LÍNGUA ...,https://caminhosdosertao.uemasul.edu.br/wp-content/uploads/2025/03/PPC-LETRAS-2024.pdf
UEMASUL,Universidade Estadual da Região Tocantina do Maranhão,MA,estadual,IV - a compreensão dos fundamentos científico -tecnológicos dos processos,"[""tecnologico""]",4,14,PROJETO PEDAGÓGICO DO CURSO DE LETRAS LICENCIATURA EM LÍNGUA ...,https://uemasul.edu.br/wp-content/uploads/2021/10/letras_ingles_portugues_emissao_de_diplomas_cchsl_2020-.pdf
